Age,Gender,Driving_Experience,Vehicle_Type,Previous_Accidents,Region,Annual_Mileage,Premium,Accident
65,1,47,0,0,0,13040.218583440985,429.1895097551617,1
68,0,50,1,0,0,13648.755215003586,522.9193910626088,0
78,1,60,0,0,1,21886.401452712133,504.0467158964302,0
56,0,37,3,0,0,14995.948876393459,384.7115067740407,1
39,0,19,1,0,0,21238.245455503056,454.4054329829986,1
29,0,13,0,0,0,22025.67784031575,293.50574378860625,1
41,0,21,0,0,1,19603.04546654047,396.1123723823241,1
64,0,44,0,0,0,19018.23339440385,541.2738513919128,0
57,1,37,2,0,0,23484.522672595267,514.3271614751803,1
55,0,37,0,0,1,10771.93782974124,594.6841135227523,1
77,1,57,0,1,1,12938.578737664633,505.272712824352,0
76,1,57,1,1,0,8703.207367274574,480.38295703748526,1
27,0,10,1,0,0,7512.775499009651,685.7903771129089,1
52,1,34,0,0,0,14778.422977870885,466.0730495124292,1
68,0,52,0,0,1,16342.857541962665,461.48374070730637,0
80,1,63,2,1,0,17526.800904278705,504.9608378570222,0
66,1,49,3,0,1,11513.590354216758,422.2197524173075,0
49,1,32,0,1,0,12934.742358699947,525.705305843624,1
24,0,4,2,0,1,19233.69532519958,427.56299470027227,0
38,1,18,0,0,1,7697.4646612506,456.86826564843267,1
37,0,19,0,0,1,15063.380033004047,425.4704219379663,0
43,1,23,1,1,0,21529.706999378555,322.2211125679614,1
80,1,60,0,0,1,13671.980748902417,258.37207730010596,1
21,1,1,1,0,1,12894.19213480161,357.6216706132483,0
63,1,45,2,0,0,21214.17001271747,614.1089181147667,0
69,0,51,3,1,1,7931.331763697128,507.51409287569584,1
39,0,20,0,0,1,10979.857307569691,451.9853393617785,0
32,1,13,0,0,0,11171.971172430818,396.04060322083774,0
73,1,54,3,0,1,18471.074105661268,626.106286519449,1
57,0,38,0,0,0,6979.716617085687,435.8319212225556,0
38,0,21,1,1,0,21168.085057897697,415.4895252572393,1
32,0,15,0,0,0,14866.943057199176,310.8147505727789,0
39,0,20,0,0,1,20228.978436097037,276.895973728498,1
69,1,50,0,0,0,21204.125344816428,546.1383334918575,1
45,1,29,2,0,1,11072.003081593186,668.6327291561242,1
31,0,14,2,0,1,15091.688443999697,529.6409658567648,1
44,0,28,0,0,1,13859.639504709152,528.3168544598515,1
78,0,62,2,0,1,14672.773501886379,679.6414499809238,1
58,0,38,0,1,0,12152.001714263472,550.084608686268,0
57,0,39,0,0,0,20570.828244378717,499.22533174458795,1
75,0,58,2,0,1,14069.69550648991,555.9489125317479,1
45,1,26,1,0,1,13329.347952312744,590.2885378350825,1
43,1,24,0,0,0,20617.73371976035,550.9482649490964,1
66,1,48,0,0,0,19180.86189445621,451.43880429392937,1
80,0,63,3,0,0,16437.726709522485,540.650672341409,1
19,0,0,2,1,1,13038.0621004963,430.7045301671719,1
42,0,23,2,0,0,22323.053422417066,496.8981647986376,1
73,1,53,0,0,0,9715.753728904374,539.7262061873959,1
79,0,63,2,0,0,20361.915804585984,683.8811662066082,1
20,0,1,0,0,1,18132.265414024692,543.8681054663778,0
25,1,8,3,0,0,8667.984209138336,501.6409436719839,1
61,0,43,0,0,0,15369.525898400521,459.95374705536244,0
50,1,30,0,1,0,8396.278586895478,441.5993119457645,0
59,1,42,1,0,1,13260.492785366016,461.32551293458755,1
69,0,49,2,0,1,16400.796440545964,504.0205222525417,0
52,1,36,2,0,0,9928.48245090749,591.58323963792,1
23,0,4,0,0,1,5000.0,372.56572267455624,1
56,1,39,1,0,1,14361.23151769095,576.6109635102123,0
69,0,51,2,0,0,16072.780714246255,443.475142418377,1
40,1,24,0,0,1,13115.122584119912,429.8956167303112,1
42,0,26,2,1,0,14923.052713819114,551.0704095538744,0
76,1,56,3,0,1,14101.926232947868,462.4915075033725,1
67,1,51,0,0,1,9911.663101183898,547.6431654087443,1
60,1,43,0,0,0,24735.590081975875,538.8101523600935,1
36,0,16,0,0,0,16584.937755879466,580.5787529598308,1
22,0,6,0,0,0,12870.850901934493,631.8401165281032,1
68,1,50,1,0,1,10876.080049798771,327.99863257840775,0
28,0,11,2,0,1,13012.177735217752,520.4439795693378,0
73,1,55,1,0,1,13175.199086977618,426.0238221959956,1
29,0,11,0,0,1,15190.764723023354,541.803287732637,1
27,1,7,1,0,0,20731.031134220735,359.44561182139444,0
25,0,6,1,0,0,10977.150760199493,505.1021324383383,1
41,1,21,3,0,0,15888.620289769862,311.79333115896725,1
77,1,60,0,0,0,18998.18836505374,504.34626460783716,1
45,1,28,1,1,0,11630.762763824605,500.5586523900652,1
58,1,38,3,0,1,11602.021165473237,432.74500278802293,1
53,0,34,1,1,1,7454.475451016133,460.61245859287277,1
54,1,34,0,0,0,23406.054697964133,463.01575341565245,1
38,0,21,0,0,1,17539.62776639898,345.0402516119035,1
25,0,6,2,1,1,12148.09676200048,370.3548011700934,1
72,1,55,0,0,1,11931.573165617634,518.8146324290601,1
26,0,7,3,0,0,9843.089174703066,606.8145940106294,1
64,0,45,2,0,1,15785.501824450568,578.6747631524257,1
32,0,12,0,0,0,13289.246854084113,297.10539862947525,0
65,1,45,1,0,1,10413.074108625613,624.0017837960985,0
63,0,43,0,0,1,11141.310332460034,630.1018622956183,0
57,0,38,0,1,0,18628.588150310843,425.2999359663649,1
35,1,16,2,0,0,13092.826619824382,427.2258004991651,1
59,1,42,1,0,0,8859.727438138758,448.23214323787,1
77,0,59,0,0,0,15323.396654686992,533.1744086870281,1
37,1,17,2,0,1,11568.789583991778,469.6544459684581,0
23,0,6,0,0,0,18230.362421560254,538.9114561358014,1
29,0,12,1,0,0,22534.709412545355,369.7709889433086,0
19,0,3,1,0,1,5312.760135031953,392.82439463568045,1
24,1,4,0,1,1,11465.296056441468,412.4402695726046,0
33,0,16,3,0,1,15692.58224367366,418.315453560327,1
20,1,4,1,1,0,14617.73629674759,542.7377317264272,0
62,1,42,1,1,0,21259.255659495135,524.5757101909605,1
20,0,1,1,0,1,14903.492623490869,565.8346943598253,1
44,1,28,0,0,1,16021.747150182417,608.1652600865716,0
67,1,48,0,0,1,17154.14885257298,539.4362032494203,1
60,1,42,1,0,0,11595.783554875305,321.7756280035736,0
57,1,39,3,0,1,17575.984982082577,458.2147182108909,1
55,1,37,2,0,0,17027.876409831588,471.7088756817109,1
50,0,32,0,0,0,15515.972180431738,525.7859806727613,1
45,1,28,1,0,1,5411.18200112353,405.645150255663,1
18,0,0,0,0,0,11194.986680535281,647.9982530086809,1
72,0,55,0,0,0,15928.62203126419,459.8654276477192,1
25,0,8,1,0,0,14524.391626553106,466.9214749805003,1
54,0,34,1,0,0,18744.91875144722,480.4429199137459,1
49,0,32,0,0,0,18784.873733262706,448.4513871566326,0
77,0,60,1,0,0,16722.955141402726,326.4776177770819,1
65,1,47,2,0,1,18785.64069704087,624.1084221920495,1
60,1,43,0,0,0,17500.470315676837,436.52868101286595,1
54,1,35,2,0,1,12368.501255068604,562.9836162430228,0
21,0,3,0,0,0,14970.86946596167,457.46286692419244,1
47,1,31,1,0,1,9505.714939037269,437.0871630437862,1
23,1,5,2,0,1,22466.970476596234,375.5039948870818,1
63,1,46,1,0,1,8727.662568584798,321.85060666897016,0
71,0,52,3,0,0,5000.0,455.46651880424906,1
36,1,18,0,0,0,25603.3234091556,451.2297712792823,1
49,0,30,1,0,0,14535.728649200351,643.6222711039486,1
26,1,10,1,0,0,19473.772882624035,507.1781640863724,1
29,0,13,1,0,0,18664.696185643825,614.1540382038186,1
28,0,8,2,0,0,20226.9910512379,349.8110511333715,1
63,0,43,2,0,1,17955.66673172984,505.18469504794854,1
72,1,54,2,0,0,17986.917116148063,555.0704684848074,0
33,1,13,0,1,0,5000.0,511.2248405989196,0
18,0,0,0,0,0,10181.901712970513,515.0152571011625,1
80,1,60,1,0,1,5000.0,475.0559878375335,0
62,0,43,1,0,1,10900.395999127435,380.5663438122818,1
72,0,52,3,0,1,12334.755497518505,363.35209626057167,0
70,1,50,0,0,1,14417.105773601315,570.6671297361029,1
38,1,18,0,0,0,10261.33585057081,433.9383916226104,0
47,1,30,1,0,0,13237.861839991161,457.3661271967311,1
30,0,13,2,0,1,12410.540987627894,433.9176459365812,1
51,0,31,3,0,1,16727.071449076262,410.6564530789236,1
21,1,2,0,0,0,18795.62770614923,353.7452815520254,0
45,0,27,0,0,1,16071.03802888921,653.6042879258258,0
55,1,39,1,0,1,18151.55421229016,296.1437716198511,0
75,0,58,0,0,1,15954.199412617078,568.7866155252539,0
48,1,28,3,0,1,20935.0133418743,608.887169585025,1
76,1,60,1,0,0,24320.73449469622,514.1450109174372,1
72,0,55,0,0,1,5000.0,482.50199582229425,1
44,1,26,0,0,0,20666.02358880777,523.291879923907,0
22,1,3,0,0,1,8551.99612696323,460.0905213074584,1
42,0,22,2,0,1,15928.99312903311,598.262431569791,1
20,1,2,0,0,0,16306.776167481341,611.9510130698893,1
50,0,33,0,0,0,18042.180627341797,554.235769260329,0
21,1,1,3,0,1,14745.32282341992,334.9221820776045,0
42,0,26,0,0,1,14975.596278736097,567.509869281143,1
37,1,18,2,0,1,16716.982141997814,628.3438683342692,0
51,1,34,0,0,0,13269.290857012937,560.8225308774745,1
43,1,24,1,1,1,5502.723741859598,598.5118751901914,1
79,1,59,0,0,1,14991.231725591293,427.0657346099109,0
79,0,61,0,0,0,11255.856871495555,452.5849775368739,1
22,0,3,1,0,1,10828.58159785418,631.0313079827823,1
52,0,36,0,0,1,10342.161851123401,566.5748652631387,1
78,0,61,1,0,1,5143.731454467599,475.2779112731586,0
45,0,29,0,0,0,13001.642703708369,472.80725703393006,1
46,0,27,1,0,1,15003.991343262205,501.9402437959829,1
26,0,8,3,0,1,18840.052046903893,470.18176875860576,0
69,1,51,0,0,1,12046.355875778823,500.5633188382148,0
55,1,39,0,0,1,22887.580758287564,814.3261448148398,1
67,1,47,2,0,0,17918.78794113028,429.62480297404596,0
23,1,3,1,0,1,9394.570206194981,320.63232296840613,0
36,0,18,0,0,1,12558.578284948158,433.74113737464256,1
77,0,61,1,0,1,25107.718223475636,555.4380034616946,1
61,0,45,0,0,1,18799.762091896882,560.1834070037595,1
74,1,58,0,0,0,12365.578324097878,392.4299217469419,0
28,0,9,3,0,1,19463.28078763162,462.33701354642443,1
19,1,0,2,0,1,8693.917991236387,586.5790546224789,1
64,0,44,1,0,0,12236.614074838017,489.25128628992843,0
61,0,42,0,0,1,5000.0,397.5927161559724,1
61,0,44,0,0,0,18018.52447137704,418.62489775951,1
26,0,7,2,0,1,9172.207342988604,640.799828761266,1
38,1,22,0,0,0,14597.111824099531,454.63612810608527,1
41,1,22,0,0,0,7267.822333015015,505.26812606273194,1
51,0,35,0,0,1,16002.079561024084,340.1293943231564,1
39,1,21,1,1,0,14629.216543589395,476.29762308427416,1
20,0,4,0,0,0,7630.815040745295,782.3978445325015,1
29,0,9,0,0,1,12613.308873989936,678.9373493956303,1
45,0,26,2,0,1,15665.986279137782,525.4194137475491,1
47,0,31,1,0,1,17225.90271449071,661.5182883132795,1
43,1,26,0,0,1,22916.508271809056,560.3441573653388,0
65,0,47,2,0,1,21089.374017812257,732.5892747739672,1
38,0,21,0,0,1,11524.746082912168,566.7041407219136,1
45,1,28,1,0,1,11463.761098683595,633.9985395942922,0
73,0,56,1,0,1,7846.801682372306,288.72557654496376,0
43,1,25,0,0,1,9951.304933833935,538.610491515942,1
79,0,61,0,0,0,19300.7770502952,438.6750851549515,0
50,0,32,2,0,0,7054.417908581838,556.1044560607351,1
38,0,20,3,0,0,14225.358981763224,552.267721371861,1
52,0,35,1,0,0,13492.24978982507,638.3733718695862,1
69,0,49,0,0,0,11210.83025113562,604.4792335975404,1
51,0,31,0,0,0,8488.41043848695,359.0642518821062,0
58,1,40,0,0,0,5528.244022893085,314.9198495476851,0
68,0,49,0,0,1,8533.367205902874,479.4908503982188,0
64,1,48,1,0,0,14584.47956513776,575.0937254091626,1
35,1,16,1,0,0,17988.286692752583,563.4169461474531,0
75,0,56,0,0,0,23059.65752876336,506.71784179023325,0
28,1,9,0,0,0,16672.416714124898,561.4185345152117,1
74,0,54,1,0,0,17963.88181760586,582.2362312993228,0
40,1,24,0,0,1,23041.080232044773,506.8238768597418,1
65,0,46,3,0,0,16691.646050908916,562.1667062698036,1
39,1,21,1,0,0,19915.394054066004,570.9991889041967,1
34,1,14,2,0,1,13102.040577203768,496.51113331544076,1
22,0,4,2,0,0,18606.2554438598,647.9357921324496,1
61,1,43,2,0,1,16049.987428386748,380.1530147307377,1
28,0,9,0,0,1,13790.78004157333,665.0437926033906,0
47,0,29,3,0,1,22736.011081656932,604.5114653232395,1
32,0,16,0,0,0,8984.542856166383,715.92817279692,1
44,0,26,0,0,0,10700.444021293955,348.084367162533,0
52,0,33,1,0,1,20888.023388086363,464.87205866444975,1
50,1,32,0,0,0,19855.74528783337,548.2259348717926,1
37,1,17,0,0,0,15063.485480860569,525.8151110090054,1
78,1,58,0,0,1,16698.468448631327,456.8017276107264,1
33,0,13,0,1,1,17586.92006455337,530.6924732305606,0
51,1,34,1,1,0,16825.078055938728,624.5879941640528,1
19,1,0,0,0,1,16205.780500810153,514.0982664542605,0
52,1,32,1,0,1,10797.644599410383,363.51897783083075,1
57,1,40,3,1,0,21191.15985766539,705.4793017604686,1
73,1,53,1,0,0,13979.743012541954,404.115400540103,1
45,0,26,1,0,1,10047.114342441624,378.1983469500864,1
64,0,44,3,0,0,15670.484794564973,427.45123453249556,1
56,1,36,0,0,0,16716.065489735563,438.5217553717503,1
23,0,6,1,0,0,16976.774678413218,527.5628816219986,0
26,0,7,2,0,0,19863.926519649605,760.994227748924,1
37,1,19,3,0,0,13100.958099490163,410.4979855237101,1
77,1,61,1,0,0,14674.215519696138,609.4287680323034,1
18,0,0,0,0,1,10780.235891149187,695.1055855108693,1
25,1,7,3,0,1,16168.592019391908,457.62359918709456,1
72,0,53,0,0,1,10706.751854966347,490.0355889979206,1
40,0,22,0,0,1,12050.416708296032,530.5423416362696,1
80,1,62,0,0,1,19917.256951441734,454.35680463864617,0
20,0,1,1,0,0,15682.399118940712,318.377122677567,1
21,0,4,2,0,0,22122.829703351585,635.2261060456126,1
75,0,56,2,0,1,20883.58764131282,515.8131511004118,1
42,1,23,2,0,0,16078.719278152563,443.5693065835462,1
64,1,46,0,0,1,16768.555217919507,495.63408721825294,0
55,1,39,1,0,0,13807.521209035542,468.4200575748878,1
32,1,14,2,0,1,20219.537039321458,559.2473703013575,0
80,0,60,1,0,0,16815.622270525073,410.08309068985693,0
38,1,19,3,0,1,19547.80466618891,462.24798993493516,1
52,1,33,2,2,0,11765.677381402124,514.4469590393275,0
74,1,57,1,0,1,8194.633000119295,303.24354230267045,0
70,1,52,0,0,0,17511.2729793935,475.40906888983665,1
70,0,53,1,0,0,18513.965542905436,431.24863438802333,0
63,0,44,3,0,1,15375.947890903934,560.8448451106617,0
69,0,51,0,0,1,17893.081988689704,524.701255899103,1
31,1,13,2,0,1,10740.00039572228,626.8432072501645,1
53,1,33,0,0,1,19696.49001678247,298.50561431797735,0
29,0,9,1,0,1,20858.59355759885,438.30864916454414,1
34,1,18,1,0,1,20103.4089224798,519.5548723392237,0
56,1,36,1,0,1,15619.842830777425,629.1993234468575,0
26,0,8,2,0,1,20932.470200330095,389.36785034458256,1
52,0,32,0,0,0,9285.659382342357,419.64370174160683,0
77,1,61,0,0,0,17867.36068457572,631.4622003609946,0
30,1,11,2,0,0,18582.250460173025,730.4084589934852,1
32,1,12,0,1,0,17506.20857025548,670.5937962191485,1
35,0,17,1,0,1,10298.15026133406,671.5769989667065,1
68,0,49,0,0,0,16146.790296924955,543.1117962482266,0
50,0,32,0,0,0,13719.489965428858,513.2404630808686,1
23,0,4,1,1,1,5213.003161636627,690.1757727324456,1
76,1,58,2,0,0,9111.430398359404,467.40359976680077,0
44,0,24,0,0,1,20806.290866549545,398.96572099905575,1
40,0,20,0,0,0,13010.427906932586,528.3382852180778,1
76,1,60,0,0,0,20280.652659995598,463.93193520998585,0
44,1,25,1,1,1,20718.254054085402,423.16027913437097,0
51,1,35,0,0,1,17731.20379306654,585.0629014302848,1
73,0,56,1,0,0,11927.84434749648,474.991670626973,0
63,1,43,2,1,0,19721.17290242807,518.4544684482656,0
55,1,36,1,0,0,16067.781613006566,554.1154048667721,1
31,0,15,0,0,1,15223.339668125418,323.484699477016,0
53,0,37,1,0,1,10441.96524787429,623.9366849873782,1
70,1,53,3,0,1,12496.088256564515,730.0936353735584,0
25,0,9,0,1,1,10514.724523628756,628.0666256672079,1
79,1,61,0,0,1,19795.65084480093,200.0,1
52,1,32,1,0,1,22671.846356250946,522.5438360765609,1
36,0,20,0,0,0,19618.42716243749,314.15736418883773,1
47,1,31,1,0,1,15994.614384524264,619.3712183532116,1
80,0,63,2,0,1,13465.81120318836,619.7332467162424,1
31,0,13,1,1,0,17382.08093157334,537.2609250381462,1
76,0,60,1,0,0,12914.619931696992,235.65958704580743,1
37,1,17,1,0,1,14843.190641258876,501.03880021445656,1
66,0,46,0,0,1,10892.66034279963,387.9013954082427,0
42,0,26,0,0,1,18253.204211986013,513.8655158566028,1
57,1,39,2,1,1,18504.541269768055,498.55630736322865,1
41,1,21,3,0,0,19544.278179965957,604.2617281834399,0
31,1,11,2,0,0,17788.92804370284,484.18380332427813,1
43,1,25,3,0,0,17439.850702948475,667.260195981913,1
55,0,37,0,0,1,9780.889836597304,539.7561697443309,1
40,0,24,0,0,0,9571.6163469968,447.4875045454393,0
39,0,20,0,0,1,16655.280965421047,491.2644298204811,0
65,1,48,0,1,0,20504.48948616226,628.7555988222152,1
74,1,55,2,0,1,13663.842325427842,642.026026298201,0
36,0,17,3,0,1,15028.043917275781,232.47510325556703,1
63,1,43,2,0,0,15079.980393886142,380.4604745024506,1
68,1,50,1,0,0,5783.5583086424285,437.2731973339919,1
20,0,0,0,0,1,16202.122093474045,640.6322398797358,0
59,0,42,0,0,0,12250.739859469606,625.75362706161,1
36,1,20,0,0,1,18055.402154469783,600.4561281325867,1
26,1,9,1,0,1,14843.313550364299,613.5436333985562,0
45,1,25,1,0,0,14103.687321647622,671.278721584568,1
37,0,17,3,0,0,14212.604805608278,555.974267581754,0
62,0,42,2,0,1,13364.901773209664,608.9092900329003,0
24,0,4,0,0,1,8192.258291249891,543.2016814067274,1
31,0,12,0,0,1,19766.742806673636,605.624392022851,1
80,0,64,1,0,1,11830.480266130646,451.5361786264273,0
26,1,7,0,0,1,12661.238782450795,413.26647927665226,0
76,1,56,2,0,1,15395.327272132543,434.07453940785524,0
77,1,59,1,0,0,9422.235055642628,472.4591752774626,1
72,0,53,0,0,0,12504.601206470083,581.5572859614728,0
74,0,54,1,0,0,24582.46509245122,664.9019033329467,0
77,0,57,1,0,1,16683.67182344888,439.4847044388246,1
36,1,20,2,0,1,10710.985869172458,752.8334864830002,1
64,0,47,0,0,0,5000.0,477.7437067341418,1
69,0,50,2,0,0,20006.97121466246,501.9511476839236,1
31,1,12,1,0,0,9939.583604035499,528.654001687706,1
73,0,54,2,0,1,12285.651200483484,436.9025302932221,1
55,1,35,0,0,1,12918.828590187502,449.9872439598611,0
70,0,54,1,0,1,10434.353468583266,469.5739519110657,0
78,0,58,1,0,0,14618.81843360849,382.54856255765344,1
53,1,33,1,0,0,12242.944089507451,418.03154526970457,1
57,1,39,2,0,0,18055.668841630377,492.2747249839155,1
34,1,18,1,0,1,15702.758488258978,459.3510973223693,0
47,1,28,2,0,0,22160.642700787506,435.14287051950885,1
26,1,9,0,0,0,22261.759207736475,602.5194563101966,1
50,1,31,2,0,1,10225.915552861303,324.89200990101926,0
73,0,53,0,0,1,13364.923983685869,558.5164946531005,1
69,0,53,2,0,0,25771.5287368816,515.0984370359565,0
42,1,26,3,0,1,9207.702534890763,528.3299189605717,1
31,0,15,0,0,0,18988.126425892347,377.22154876781764,1
28,1,10,1,0,1,17739.9894096816,444.4900922095257,1
70,0,51,1,0,1,10755.251393458224,539.1744098920335,0
52,1,34,0,0,1,10996.505942251202,445.930979405939,1
58,0,41,1,0,1,24224.71931100722,346.34510797285265,1
76,0,56,0,0,1,24124.763116383998,473.07781322318215,0
31,0,13,2,0,1,17149.578202115525,480.90033256422373,1
47,0,29,2,1,0,8068.978370791816,572.9249829380277,1
58,0,38,2,1,0,21284.289348529448,613.5845990363684,0
21,1,5,1,0,0,8047.823526116503,513.8069141374641,1
76,1,56,2,0,1,18575.9951265326,543.6839769303675,0
21,1,2,0,0,1,6903.688629299496,605.5655324054719,0
45,0,25,1,0,0,15038.09251693287,481.20735313730773,1
25,1,9,1,0,0,19424.90391451195,554.1545929510148,0
19,0,0,3,0,0,5000.0,358.03846961078125,0
58,0,40,2,0,1,12358.104447743186,443.74579586665266,0
78,0,61,1,0,0,15766.559753390316,671.4167329470664,0
63,1,45,2,0,0,13279.097767455045,602.4340743109396,0
39,0,22,0,0,0,11644.627122867325,583.5772780647212,1
58,1,38,2,0,0,14332.622653287226,411.38054479151936,0
73,1,54,1,0,1,20187.61911568434,347.6566023930088,0
80,0,60,0,0,0,21844.77453489463,404.15215047566267,0
80,0,64,1,0,0,18525.105823368423,510.3273972654774,0
72,1,52,1,0,1,22766.80630607184,553.1161421087288,0
33,1,16,1,0,1,12326.09714524617,658.404323571024,0
46,1,28,1,0,1,17983.9232859721,379.5058548987479,1
79,1,60,1,0,1,9905.767296069345,443.3255727514256,1
66,1,46,2,0,1,29655.62224218924,663.2703987224747,1
65,1,45,2,0,0,15500.735313474699,341.0510652147441,0
47,0,29,0,0,0,19020.534655194082,521.9390402682448,0
29,1,10,3,0,0,6187.6754613268295,307.589541186779,1
52,1,32,1,0,1,18906.672729560556,465.2417826978984,0
28,1,8,2,0,0,15568.496195148837,696.6183018291806,1
63,1,46,1,0,1,17320.52450097028,554.9242424959031,1
67,0,50,0,0,1,15067.860910123254,632.4765972594141,0
38,0,22,0,0,0,14401.014162746456,554.5793505482661,1
80,1,62,2,0,1,13459.25712887041,552.8848031924223,1
38,1,19,1,0,0,14551.712110446413,336.8057302574763,0
22,1,2,2,0,1,22341.37629228644,706.5147916605808,1
65,0,45,1,0,0,13163.083552892265,663.0421931811431,0
37,0,21,0,0,1,26293.91876759759,425.37242861168625,1
54,0,34,0,0,1,15306.884488612104,653.145606628874,0
20,0,2,2,0,1,21999.83514880237,606.420941810542,0
61,0,45,0,0,0,20719.630528776295,565.3830491411823,0
50,0,32,2,0,1,7182.8155938674745,521.2642619894121,1
70,1,54,0,1,0,8240.661662838964,489.93769959963356,0
78,0,58,2,0,1,11608.846133963863,674.0160969678992,1
26,0,10,0,0,0,7281.581473443875,513.4929051159581,1
78,1,61,0,1,1,12934.689070000994,547.224346103274,1
26,0,7,1,0,0,15140.589777992438,665.7001646943281,0
21,1,1,1,0,1,18243.047333944647,616.2769129268199,0
52,0,33,0,0,1,15902.882072888395,376.49539326603326,0
34,1,14,3,0,1,15026.198923036301,441.5589558571442,1
51,1,32,0,0,0,20118.706450265297,417.76632513949437,1
41,1,24,1,0,1,19449.415877091917,544.5061729611355,0
49,1,30,0,0,1,24539.206232221964,451.78595502876,1
18,1,2,0,0,1,15933.119220437477,461.7952788285849,1
25,0,6,1,0,0,5000.0,476.55418347317976,1
62,0,42,0,0,1,17135.993088288407,537.0943549629075,1
40,1,22,2,0,0,26345.156068334945,473.8911168757236,0
64,1,45,0,0,0,20129.93046940596,596.8354062935175,1
57,1,38,2,0,1,21276.50034726913,390.9421479948972,1
29,0,10,0,0,1,15474.149363698647,351.99507402643025,1
71,1,51,0,0,0,19565.683244632455,434.7577343982398,1
29,1,10,0,0,0,21539.642661790676,398.3235945071402,1
63,1,43,2,0,1,13328.74842523543,505.57295384292973,0
64,1,44,1,1,0,12496.08525166762,460.02599982136155,1
32,0,14,2,0,0,17273.515310130035,370.1269617237558,0
58,1,42,1,0,1,19846.307651357354,368.2407931192455,1
36,1,16,2,0,1,5000.0,518.28980199478,1
43,0,26,1,0,0,14026.103165121347,590.0792566217675,1
69,1,50,0,0,0,5232.728752171615,429.4267962080696,1
46,1,29,0,0,1,14387.113855887517,491.2659739090225,1
39,0,20,1,0,0,23448.07227463123,435.78708768979243,1
57,0,39,1,0,0,11879.908204007837,484.83031699900636,1
38,0,18,0,0,1,13569.578620643018,676.2225994386085,1
68,1,52,2,0,0,18309.678840138404,749.9538383297096,1
55,1,35,1,0,0,19968.926668210825,455.3676207595408,1
37,0,18,1,0,0,19780.83316530427,448.8644152439119,0
74,0,58,0,0,0,15186.589757544085,543.2131333074318,1
46,0,26,1,0,1,17852.334203087154,512.053422978566,1
68,1,52,0,0,0,17632.916634251003,568.1235970128178,0
21,1,2,0,0,0,11481.271489019227,487.51364858344897,0
72,0,54,2,0,1,6244.773140764541,481.7921818306917,1
24,1,6,0,0,0,10514.878640365869,544.1577316774863,1
45,0,25,0,0,0,22193.654572056108,524.2170091520646,1
45,1,28,0,0,1,26066.065925936986,451.79700142848253,1
21,1,2,1,0,0,14544.907968731122,512.3891972456054,1
39,1,19,0,0,0,22000.900237840953,512.6556719787584,1
29,1,9,0,1,0,13513.009127431733,224.08248974852523,1
62,0,44,1,0,0,16745.165578576307,494.29004397618013,1
20,1,4,1,0,0,11928.975141262654,590.3098551358725,1
39,1,20,3,0,0,20072.742689988154,456.14168758328174,1
61,0,45,0,0,0,11806.920567033427,425.5967202699875,1
19,1,0,0,0,1,10536.932504795717,425.9820854583884,1
41,0,24,1,0,1,15233.75494153421,532.8591424854764,1
51,0,33,0,0,1,19083.832093951594,401.32747657128317,1
44,1,27,2,0,0,15818.265559541778,523.805236300612,0
72,1,52,1,0,1,12654.866325172652,515.8948103963985,0
58,0,40,0,0,1,10501.609391917067,366.61336081022455,1
18,0,0,2,0,1,6565.541389209062,594.5525427409913,1
25,0,8,0,0,1,12718.734563566986,625.1657771327575,1
40,1,21,3,0,0,14235.430821005304,525.1403813080244,1
55,0,35,2,0,0,17769.802792825343,503.86339590713317,0
23,0,7,1,0,0,9164.46311307917,449.9160628597576,1
39,0,20,0,0,1,18340.93799868451,453.76388508439595,0
42,1,23,0,0,0,12029.20785795807,456.69667466535395,1
35,0,18,0,0,1,12431.147025590833,574.3315467847631,1
34,1,17,0,0,0,21243.59883316252,557.2780988014166,1
78,1,60,1,0,0,5000.0,302.89834958636425,0
29,0,11,3,0,1,8865.855303938719,351.8380622815465,0
23,1,7,1,0,1,15228.227791782949,417.1661727033603,0
43,0,24,1,0,0,14975.145021406694,453.5049523291701,1
44,1,28,1,0,0,6490.077446822155,543.1118367505693,1
25,1,9,2,0,0,12528.964755699724,446.0713315730957,1
36,0,19,0,0,1,19790.0759186635,541.8956104300186,1
77,0,61,1,0,1,9185.847831478193,659.6405301314271,1
59,0,43,2,0,1,20403.761384491798,441.7496412828599,1
18,1,0,2,0,1,11419.198714658542,408.4946268182104,0
74,1,56,3,0,0,5635.379701579346,387.296313192978,0
46,0,28,2,0,1,19095.42759619826,396.5320932392516,1
62,0,43,0,1,1,16253.458878874766,555.435679849036,1
66,1,48,1,0,1,7670.316871880668,575.857211170097,0
52,1,33,0,0,0,12286.105102562906,562.6702884778024,0
57,1,37,1,0,0,23624.815408519018,395.07664247623643,1
31,0,13,1,0,1,18291.76171222225,461.6551014378035,0
52,1,32,1,1,1,20576.930296326136,461.96229850043704,0
65,0,47,3,0,0,9308.411657877225,671.6443624379864,1
62,1,44,1,0,0,21126.392258334934,529.5992262995252,0
37,1,17,0,0,1,7880.234950901365,511.04271779676463,1
73,0,57,0,0,0,8038.40399323998,527.7979195281602,0
66,0,50,2,0,1,19175.596567424265,457.0557298361961,1
30,0,14,0,0,0,8344.597855253232,540.3033076609445,1
78,1,62,0,0,1,22587.804772610645,452.1552466444395,1
55,1,37,0,0,1,8737.950610583086,642.7713258395218,1
